Oriano,Montagna,MOTORI68B27O295X,Morsano al tagliamento,Via Morasano 32
Almerindo,Scaringella,SCEALD58Q19V260D,Pordenone,Viale G. marconi 67
Cornelio,Goffredo,GODCOR92A16K915I,Savogna d'isonzo,Via Iv novembre 36
Osiris,Melorio,MEOOSR23U16H402M,Azzano decimo,Via Saccon 13
Rinello,Sanso',SAARIL21K39G308L,Pasiano di pordenone,Via Villanova 22
Arnolfo,Caserta,CAAARO69P03Z316F,Pradamano,Via Della liberta' 8
Ricordano,Talento,TALRID14D06I930T,Remanzacco,Piazza Missio don cornelio 8
Secondiano,Baino,BAOSEO70Q09T287O,Sesto al reghena,Via Vissignano 28
Innocentino,Carrassi,CASINN61B19O892E,Aquileia,Localita  Beligna 37
Liano,Lefons,LESLII02B28J639I,Pasiano di pordenone,Via Argine 6
Alfo,Lovato,LOVALF67O10D481Z,Porcia,Via Giusti g. 11
Gloriano,Sgobio,SGOGLL51Y05A849L,Malborghetto valbruna,Via Superiore 23
Finau,Simone,SINFIU60O02M583K,Tricesimo,Via G. matteotti 10
Flore,Giorgio,GIIFLE28Z34C347L,Cordovado,Via Suzzolins 69
Firmando,Bartolotti,BATFID80C38C817I,Gonars,Via V. veneto 91
Lario,Bauer,BAALAR74M03Y832R,Brugnera,Via S. michele - maron 20
Amantino,Morosini,MOOAMN36X26A880K,Aviano,Via Paolo sarpi 56
Filino,Nestore,NEEFII50E11L858D,Sesto al reghena,Via Tolmezzo 7
Primario,Pacifico,PAIPRM30L01U415T,Porpetto,Via Cadorna 31
Romino,Petrescu,PERROO34U36I934U,Buja,Via Ontegnano 5
Donnino,Scardicchio,SCODOO50C15P731M,Pasian di prato,Via Variano 25
Falando,Cirelli,CIIFAN06A05W802X,Pordenone,Via Portogruaro 3
Otellio,Bortune,BOEOTI39Q08X572P,Marano lagunare,Calle Consoli 1
Osio,Pizzuto,PIUOSO35D07E190B,Bicinicco,Via 4 novembre 37
Muziano,Akhan,AKHMUO23V26Q106X,Pordenone,Via E. fermi 38
Giuda,Idda,IDDGII49K38T179S,Pordenone,Via Divisione m. modotti 16
Genuino,Carluccio anampa leon,CANGEI55O17R185X,Cordovado,Via Giuseppe moretto 7
Orsini,Ciriolo,CIOORN09L00X013P,Porcia,Via Milano 22
Probus,Cobuzzi,COIPRB26C08U599X,Remanzacco,Via Manzanesia 5
Diodato,Salvatori,SARDIO75I01D298H,Lignano sabbiadoro,Viale Italia 70
Armidio,Suthaharan,SUTARO06P20T887J,Brugnera,Via Camol 46
Giampiero,Clemente,CLEGIO58Q07H975Z,Remanzacco,Via Moimacco 31
Masino,Rucci,RUUMAS62L13S462G,Pavia di udine,Via Don luigi sturzo 15
Ferraro,Lagraidi,LAAFER10M09I146V,Tavagnacco,Via U. foscolo 16
Enzo,Jat,JAAENO56Y17H519Y,Cordenons,Via Aquileia 3
Gettulio,Altomonte,ALOGET31F19U771S,Remanzacco,Piazza Diacono paolo 10
Sigefrido,Datinguinoo,DAOSIO09Y27N404H,Cordenons,Via Portolana 17
Galdino,Geusa,GEAGAA05Y00Q376L,Medea,Borgo S.antonio 12
Bruto,Petruni,PEEBRT86O38P984T,Porcia,Via Repolle 49
Onder,Modesti,MOEONE88T28Y870I,Gemona del friuli,Via Trasaghis 26
Mito,Casali,CAAMIO25B36O673J,Frisanco,Borgo Cudili 19
Siliano,Gammariello,GAMSIN06H21M558D,Martignacco,Via Del mulino 33
Onorino,Sponza,SPOONN75O25H007G,Porcia,Via Cansiglio 5
Fluvio,Chiala',CHAFLO27A05D830U,Muggia,Riva De amicis 9
Elvino,Priore,PRRELN74Y26H041X,Carlino,Piazza S.rocco 33
Relino,Alterio,ALLREI22D06K596M,Muggia,Calle Parini 2
Ananio,Falcone,FACANO75H14S716Z,Romans d'isonzo,Via Caterina percoto 11
Aristo,Jarrari,JARARO42R39B358F,San dorligo della valle - dolina,Frazione Draga 16
Brizio,Dei lazzaretti,DERBRR20M20P363Q,Pasiano di pordenone,Via Parussa 22
Idillio,Giovannico,GIIIDI12S15Z795T,Cordovado,Via G.freschi 6
Accurso,Stabili,STIACC76Q14G427Y,Porcia,Via Gabelli a. 35
Doro,Mocka,MOCDOO80L26J306N,Duino-aurisina,Frazione Sistiana 59
Novarro,Fumai,FUANOO54A05V355A,Medea,Via Roma 39
Sofronio,Moriseni,MOOSOF05S23O885E,Trivignano udinese,Via Maniago 24
Cipriano,Bonomo,BOMCIO00U05W721Z,Polcenigo,Via Interna 7
Oristano,De siena,DEIORI81C27S678X,Artegna,Via Sottocolle 13
Maggio,Criscolo,CROMAI25O05C614Q,Remanzacco,Via Torre 1
Gonario,Giannelli,GINGOR63W00M860E,Porpetto,Via Udine 71
Filoteo,Giorgio,GIOFII65J27U175A,Pradamano,Via Nazionale 0
Ferledo,Falerno,FAOFED11B21R740J,Frisanco,Via Valdestali 20
Ebo,Basso,BASEBB80K31B524M,Majano,Via Garibaldi 16
Apostolo,Farfalla,FAAAPP99G36H702K,Maniago,Via Piave 57
Rafaello,Pieroni,PINRAL09M17K675F,Lignano sabbiadoro,Viale Europa 57
Fedelino,Riello,RILFEE71M36Q544X,Lignano sabbiadoro,Via Latisana 30
Amabilio,Masucci,MACAMM12C35I778E,Maniago,Via Bruna 61
Celio,D'aquino,D OCEE34K27E957C,Pavia di udine,Via Aldo moro 1
Maurelio,Sauli,SAAMAI16E18D427D,Castelnovo del friuli,Localita  Franz 6
Eutimio,Dell'aera,DEREUU08L00B211E,San daniele del friuli,Via Patriarca 20
Onestino,D'andrade,D AONN06M35J457P,Tavagnacco,Viale San daniele 6
Erasmo,Pietra,PITERO94R03S190U,Martignacco,Via Spilimbergo 180
Merigo,Ghelfi,GHFMEI91S01H493V,Buttrio,Via Rieppi 27
Croce,Miranda,MIACRR04X31S981E,Fontanafredda,Viale Grigoletti 100
Redentore,De nigris,DE RED82L13F754G,Pordenone,Via Beata domicilla 5
Castore,Protopapa,PROCAS55F22Y359A,Travesio,Via Molevana 53
Brandino,Bellusci,BEUBRA00P27O495A,Cervignano del friuli,Via Trento 6
Ateo,Zunno,ZUUATE79N34G032E,Latisana,Via Tisanella 49
Graziosuccio,Viziru-mirza,VI GRI41L00W535A,Ronchis,Via Perars 3
Norberto,Toffoletti,TOONOT11K19Q547Q,Pagnacco,Via Pazzan 1
Prando,Iudici,IUIPRD29J35L163J,Spilimbergo,Via Della croce 3
Elidio,Kulhari,KUAELL25Z16R665N,Fontanafredda,Via Livenza 5
Serviglio,Ciarno',CIOSEO55O39R654Q,Fontanafredda,Viale Grigoletti 106
Ideo,Pignataro,PINIDO07V21A392A,Reana del rojale,Via E. fermi 4
Jolando,Sawali,SALJOO04V36B574N,Fontanafredda,Via Duca d'aosta 47
Agatino,Mugo,MUGAGN06C20C898B,Pozzuolo del friuli,Via G.verdi 57
Onerio,Potenza,POOONN19Y04K150G,Pozzuolo del friuli,Via Iv genova 41
Icaro,Di pentima,DIAICC89Z29K619J,Spilimbergo,Via San giorgio 27
Liuccio,Artale,ARALIC08I38V463X,Lignano sabbiadoro,Via Udine 47
Amodio,De pisapia,DEPAMD99S35X276T,Pordenone,Via Monte rest 8
Maurizio,Fazio,FAOMAO63I39J481V,Gemona del friuli,Via Della turbina 11
Felicino,Iannone,IAAFEN30R01L002V,Cividale del friuli,Via Carraria 50
Aderito,Morbidelli,MOBADO70K32K711Y,Lignano sabbiadoro,Corso Dei continenti 21
Medeo,Shehaj,SHHMED59Z24F468B,Romans d'isonzo,Via Pradigoi 10
Guarino,De renzo,DENGUR45C26F469F,Muggia,Via Flavia di stramare 109
Lio,Ciccardi,CIRLII10Q14B096R,Pradamano,Via Della repubblica 41
Levantino,Nicolella,NIALEO25H34T246W,San daniele del friuli,Via Trento trieste 23
Lavinio,Fanizza,FANLAI56U26S870B,Azzano decimo,Via Armentera 50
Ferrante,Cigognetti,CIGFER30V05B137U,Campoformido,Strada Delle betulle 6
Orentino,Matthew,MATORT52D21F778N,Rivignano,Via Sterpo 2
Ranuccio,Devito,DEERAI98G22D767Z,Lignano sabbiadoro,Via Arco della ginestra 5
Elio,Lerario,LEAELO91M01N885X,Corno di rosazzo,Piazza Divisione julia 20
Cicerone,Colletti,COTCII88X29M208V,Reana del rojale,Via P. collino 32
Guidobaldo,Sciacovelli,SCIGUL16X12B048R,Cordenons,Viale Di romans 61
Silio,Mekulovic,MEISII33H14A912D,Savogna d'isonzo,Via Srecko kosovel 1
Buonafede,Marangi,MAABUU23D07Z957P,Tricesimo,Via Cividale 158
Ottobello,Fina,FIAOTL73W16L697R,Montereale valcellina,Via Maniago 66
Divinangelo,Fabiano,FAADIL56Q35S122S,Lignano sabbiadoro,Viale Delle palme 2
Oppilio,Pace,PACOPO63G32B558T,Pasiano di pordenone,Via Galoppat 36
Amoroso,Caso,CAOAMO65T28W357P,Pinzano al tagliamento,Borgo Ampiano 73
Frido,Calabrese,CAAFRO94B22J399J,Spilimbergo,Via A. diaz 14
Remondino,Lofino,LOOREE82G32L303I,Buja,Via Cjapãœz 2
Efro,Martina,MAREFF29G33R626D,Aquileia,Via G. minut 4
Giovino,Forlano,FOLGII87M31N809G,Carlino,Via Iv novembre 18
Albo,Galilei,GAIALB41H01J332W,San quirino,Via Monte grappa 20
Eleazzaro,Polimena,POIELL85G16K814V,Trivignano udinese,Via Roma 41
Canciano,Giardina,GIICAO41A25E189S,Coseano,Via Maggiore 50
Levino,Schirinzi,SCRLEV67B19B861E,Trivignano udinese,Via Dello stradone 23
Ezzelino,D'angelo,D EEZN43V04D934G,Roveredo in piano,Via Xx settembre 68
Niccolò,Del fiume,DE NIC79U04E279R,Azzano decimo,Via Codope` 19
Over,Cogliandro,CODOVR15Q16R676F,Spilimbergo,Via Maniago 1
Graziosuccio,Guerci,GUIGRA07F17R328J,San giovanni al natisone,Via Roma 45
Gloriano,Pozzolari,POZGLN02R08J586Z,Pasian di prato,Via Muris 15
Gisfredo,Francisco,FRCGIO52F25D886T,Pordenone,Via Udine 119
Fiumano,Pozzi,POIFIA63A02E550Q,Bagnaria arsa,Via Della villa 30
Ermidio,Ouacif,OUIERR12U05H498N,Pradamano,Via Orsaria 12
Lidano,Zanini,ZAILIN01I21Z477E,Lignano sabbiadoro,Via Pineda 4
Eustacchio,Pulpito,PUIEUO57F39L931U,Gradisca d'isonzo,Via Del san michele 2
Aliberto,Tria,TRAALE37V10Z143C,Fontanafredda,Via Delle industrie 32
Navaro,Ohanuogu,OHUNAV26W20J725O,Campoformido,Via S.pertini 17
Euripide,Cantini,CANEUU99Q34E737V,Pordenone,Viale M. grigoletti 100
Augustino,Brya,BRRAUO54O02N498Y,Travesio,Via Zancan 86
Guidino,Franzutti,FRTGUI28F01Y606K,Pasiano di pordenone,Via Brozzette_di_pozzo 25
Radamez,Quintana,QUARAA77T36E902N,Cordenons,Via Lozzetta 30
Aldemo,Francisco,FRCALO22G14N446P,Spilimbergo,Vicolo Concavo 2
Effisio,Testini,TESEFI08N12F897G,Polcenigo,Via Mezzomonte 29
Amatino,Calcagnile,CAAAMT59W39F956X,Pordenone,Via Portogruaro 44
Rosasco,Fiocco,FICROO97Y18T606I,Roveredo in piano,Via Xx settembre 22
Palmirino,Capalbo,CAOPAM39T20B399S,Porpetto,Via Marconi 50
Marzilio,Mergola,MEGMAO06A01H698X,Lignano sabbiadoro,Viale Centrale 33
Lorando,Scauzillo,SCZLOO43U28M983B,Buja,Via Braides 34
Osmar,Morbidelli,MOBOSA54X08K192J,Sesto al reghena,Via Monte santo 17
Lidovino,Ninno,NINLID78O20V050Z,Pordenone,Via Della ferriera 36
Custodio,Hasou,HAUCUS84L27K529X,Pasiano di pordenone,Via Dei grilli 1
Riano,Verdesca,VEDRIO24C15L545M,Aviano,Via Roma 55
Almiero,Altomare,ALOALM64B31W307D,Latisana,Via Giardini 0
Ferramondo,Lotito,LOOFEE95Z01B473F,Porcia,Via Colombo c. 3
Esuberanzo,Moglan,MOAESA73T29P831I,Pasian di prato,Via C.colombo 172
Ariano,Sabji farosh,SAOARR15Z34T659Y,Tavagnacco,Via Feletto 49
Obed,Salamina,SAAOBD38U02N148B,Visco,Piazza S. maria maggire 15
Sereno,Verri,VEISEO78N22L562H,Casarsa della delizia,Via Manaras 14
Eleazaro,Glahs,GLSELE51X02D410M,Lignano sabbiadoro,Via Udine 92
Ovaldo,Puglisi,PUUOVA41F25A227A,Azzano decimo,Via Fratte 97
Sirino,Despoto,DETSIR57J35V532J,San giovanni al natisone,Borgo Santo 8
Faustino,Ghiani,GHHFAU93D00H706H,Polcenigo,Via Pedemontana 28
Crescenziano,Algieri,ALICRR69L21L951U,Pordenone,Via Mazzini 15
Damasco,Contegiacomo,COEDAA64I35Y756V,Buja,Via Ursinins piccolo 79
Filodelfo,Monte,MOTFIO13P05D658N,Pinzano al tagliamento,Via Roma - valeriano 63
Accursio,Pirandola,PIAACR54T31I198D,Tarcento,Via Sammardenchia 70
Gilberto,Sambati,SAAGIL36W15E424Q,Pavia di udine,Via Don francesco zossi 9
Guidalberto,Marseglia,MARGUT71B14U004X,Duino-aurisina,Frazione Aurisina stazione 27
Gianmarco,Moschettini,MOOGII58A34V981M,Budoia,Via Julia 43
Aduo,Denigris,DEGADU49L20A191M,Sesto al reghena,Via Cordovado 63
Didio,Firenze,FINDIO87E22R231A,Remanzacco,Strada Di salt 10
Arduo,Spano,SPOARO49L26E748U,Romans d'isonzo,Via Igino valdemarin 9
Irio,Prence,PREIRO31V23G211Y,Azzano decimo,Viale Mores sotto 16
Lauretano,Gusella,GULLAN16R11E357P,Campolongo tapogliano,Corso Volta 32
Eliano,Salomi,SAOELO48O18H990P,Tavagnacco,Via Dei martiri 84
Mimo,Falcone,FAAMII57X28M932U,Artegna,Via Villa 13
Paulo,Dodaro,DOOPAU62U10U800S,Tarcento,Viale D.stazione 30
Germinale,Tombari,TORGEE36W01E341P,Erto e casso,Localita  Val sciasana 37
Roselino,Murri,MURROI21X16A579A,Azzano decimo,Via Fautario 1
Alvise,Zucconi,ZUIALE74N15L031Q,San giorgio di nogaro,Via Pralungo 7
Ottobrino,Nakulananth,NAKOTI21B21Q187G,Porcia,Via Vallada 32
Giomaria,Di luzio,DI GII23Q25X770S,Reana del rojale,Via Cornappo 19
Emiddio,Paglia,PALEMO57X32H726L,Artegna,Via Titins 18
Rosolindo,Onaiwu,ONWROI47R24W387B,Tarcento,Via Nogaria 32
Martiniano,Sansone,SASMAI55R14Q296C,Cividale del friuli,Via Della chiesa 7
Conforto,Vadrucci,VAACOT05A25V055K,Pradamano,Piazza Arturo zardini 4
Gusmano,Pasqualicchio,PAHGUM53M20O009I,Rivignano,Via Cavour 137
Barbato,Sergio,SEGBAA60C33X324Q,Porcia,Via Cartiera 35
Cosma,Piepoli,PIECOS55E38O460Y,Azzano decimo,Via Cav. di vitt.veneto 62
Lelmo,Melinte,MEELEE92Y06Y194A,San giorgio di nogaro,Piazzetta Xxv aprile 3
Flores,Modoni,MONFLR52T26F579X,Brugnera,Piazza Roma 5
Nando,Delli santi,DESNAD22G02N304Z,Buja,Via Madonna 9
Delizio,Errini,ERIDEI82H28P958I,Lignano sabbiadoro,Via Tolmezzo 19
Querino,Trombone,TREQUO12T16K501U,Artegna,Via Sottocastello 20
Perpetuo,Marelli,MARPER49V34R567G,San daniele del friuli,Via Nazionale 25
Orizzonte,Ballara,BALORI10J02Z602N,Chions,Via Roma 11
Bibiano,Beverelli,BEEBII54Z28L771J,Lignano sabbiadoro,Via Raggio di ponente 8
Enerino,Sebaste,SEEENE88A21T136I,Martignacco,Vicolo Cole 13
Emiliano,Contenti,CONEMA45D17R904A,San dorligo della valle - dolina,Frazione Francovez 514
Giannozzo,Cucinella,CULGIA16D10E687F,Azzano decimo,Via Pedrocchi 1
Amanto,De feo,DEOAMM44S36C199Y,Pozzuolo del friuli,Via San giorgio 27
Marsilio,Cappilli,CAAMAI59L12V236H,Lignano sabbiadoro,Via Arco del tramonto 17
Ladino,Giovedi',GIOLAD49B35I425E,Gradisca d'isonzo,Via Dal ben e. 17
Lazzarino,Piras,PIALAR33H35D996U,Aviano,Via Belvedere 6
Oselio,Pratheepan,PRAOSO89H30X533R,Marano lagunare,Via Verdi giuseppe 5
Dirceo,Nicazza,NIIDIC27M15Z927E,Roveredo in piano,Via Xx settembre 258
Rone,De luca serra,DE RON42W12H240E,Muggia,Via Flavia di stramare 44
Cariscopo,Naval,NALCAS52H24S058P,Sesto al reghena,Piazza Aquileia 1
Giacobbe,Ciniero,CIIGIO87P06L549N,Artegna,Strada Del trovo 17
Riccardo,De nuzzo,DEERIR60I37A187O,Spilimbergo,Via Della repubblica 9
Michelino,Bahr,BAHMIC12C19Z780E,Frisanco,Via Zorza 20
Salvato,Chetta,CHASAV06J20Z057C,Pordenone,Via Sacile 11
Chiaro,Conti,COICHA82N22K156M,Palmanova,Via Bandiera moro 3
Salvo,Pianezzola,PIZSAV65W39W048N,Spilimbergo,Via Palmanova 7
Alvezio,Latorre,LAAALL29D20Y768G,Cividale del friuli,Via Giuseppe marioni 28
Evangelo,Filipczyk,FIIEVG47A33N091U,Duino-aurisina,Frazione Duino 78
Galante,Addabbo,ADOGAL38G03M866V,Montereale valcellina,Via M.ciotti 49
Fiorildo,Alimovic,ALIFII11S38Z608G,Buja,Via Tonzolano 53
Morfeo,Gloria,GLAMOO42Z29L830V,Ragogna,Via Muris 41
Azio,Miglietta,MIGAZZ90F12V700N,Aquileia,Corso Antonio gramsci 2
Semplicio,Pasqualini,PANSEM27J01N160R,Pasian di prato,Via Brescia 2
Giacinto,Guglielmi,GUGGIN71K14X897K,Cividale del friuli,Viale Foramitti 9
Abaco,Morano,MORABC82V00M857O,Pordenone,Via Castelfranco veneto 50
Nilvo,Fumarola,FUONIV11K24E625T,Pordenone,Via A. mantegna 7
Redemisto,Ianni,IAIRET99U37Q133D,Tavagnacco,Viale Galileo galilei 60
Concezio,Spagnulo,SPGCOE87D36C454S,Remanzacco,Via Molino di sotto 83
Quintillo,Arima,ARRQUN51J12L055C,Coseano,Via Della pace 80
Agato,Vetrano,VERAGO31F31E111W,Cividale del friuli,Via Berengario 14
Gondar,Marulli,MALGOO17O31P361E,Montereale valcellina,Via M.ciotti 121
Irno,Arcuri,ARRIRR38S02F017S,Latisana,Via Tisanella 0
Rossano,Lolli,LOOROA12O07W911G,Marano lagunare,Via Porto del friuli 9
Inio,Spagna,SPGINI40P23N435K,Carlino,Via Aquileia 43
Oscher,Prastaro,PRROSH47E03J392K,Cordenons,Via Troset 15
Averino,Bottone,BONAVN20D13R373Q,Cividale del friuli,Via Fornalis 10
Leterio,Rindone,RINLET83O08H708R,Casarsa della delizia,Via Sile 33
Iello,Rollo,ROLIEL49F29E043R,Fanna,Via Manarin 97
Fiorenzo,Luprano,LUUFIO78J10S693U,Erto e casso,Via G. pascoli 12
Gloriano,Raolil,RALGLN84Z34H371V,Duino-aurisina,Frazione Malchina 47
Olanzo,Jegan,JEAOLN91G14Y616Q,Muggia,Salita Ubaldini 28
Michelantonio,Carloni,CANMIH10X03P287X,Lignano sabbiadoro,Via Arco del libeccio 9
Edmeo,Pendinelli,PEIEDM81K22E914B,Carlino,Via C. percoto 3
Corsino,Viggiani,VINCOR26J15F676V,Aviano,Via Umberto saba 53
Fiovo,Popova,POPFII95G30C707F,Precenicco,Via E. brian 6
Alterio,Kularajan,KUUALR83O29M792H,Cividale del friuli,Via Alcide de gasperi 9
Marxino,Mengoni,MEEMAI90F10N723O,Lignano sabbiadoro,Via Arco della tartana 24
Gilfredo,Brotto,BROGIE76N01E502V,Palmanova,Piazza Grande 9
Erveno,Perrella,PEEERO73V32P148K,Artegna,Via Micossi 1
Cadorino,Abarintos,ABACAN54R10C018J,Pordenone,Via Misurina 7
Flamiano,Peccarisi,PEIFLN97N28O210X,Medea,Via Roma 15
Clemens,La porta,LATCLM93T12S419C,Vito d'asio,Via Maggior ciconi 15
Ovidio,Ghiretti,GHIOVV27I29H740C,Majano,Frazione Susans 89
Reclus,Okarmus,OKRREE32N04J740J,Pradamano,Via Arturo malignani 23
Gentilio,Statilani,STTGEE08P14E474R,Carlino,Via Levaduzza 42
Endrio,Palermo,PAEENO32F12Y314F,Savogna d'isonzo,Localita  Brezici 8
Ercolino,Scrimitore,SCIERN02U13Y130A,Tarcento,Via Oltretorre 37
Leano,Lamonaca,LAOLEE21J08W309N,Gradisca d'isonzo,Via Baselli f. 6
Destino,Petrella,PELDEI14L05P036L,Ragogna,Via Valeriana 6
Floredano,Vetere rossi,VEIFLO05H02P651B,Cividale del friuli,Via San moro 54
Porfilio,Hamati,HAAPOR04D23B554Y,Buja,Via Cjapãœz 9
Mena,Baushi,BAHMEN91Z36Y871P,Vito d'asio,Via Xxiv maggio 26
Rizzeri,Berselli,BERRIZ96N36G354H,Polcenigo,Via Ciasaril 7
Annunciato,Treglia,TRLANU74T07O204T,San daniele del friuli,Via Tagliamento 69
Liberino,Lerario,LERLII02J32R331M,Pordenone,Via A. mantegna 27
Dioniso,Catanzano,CATDII27Q22A532S,San daniele del friuli,Via M.te grappa 14
Eleodoro,Lo basso,LOOELR74M14G489B,Trivignano udinese,Via Merlana 6
Fosco,Natrella,NAEFOO76V22R051R,Sgonico,Frazione Campo sacro/boå½je polje 26
Cloridano,Tonno,TONCLL99F15V160Z,Roveredo in piano,Via Viola 5
Merano,Montinari,MONMER66D19R652U,Cividale del friuli,Via Gagliano 16
Quiro,Degl'innocenti,DEIQUI55K11K653Y,Lignano sabbiadoro,Via Timavo 13
Gaetanello,Porciello,POLGAL04I03H994E,Pradamano,Via Nazionale 0
Romaldo,Di camillo,DILROO24Q26M087T,Azzano decimo,Via Pradat candie 20
Elia,Cozza,COZELL38Y35D584J,Azzano decimo,Via Tiezzo 19
Manilio,Ciorciari,CIRMAL10G08T585R,Azzano decimo,Via Trieste 10
Artemio,Bruno,BROARE28E36I860K,Tarcento,Via Useunt 7
Rinello,Sempi,SEMRII56C33E854F,Pinzano al tagliamento,Via Xx settembre 88
Ernino,Balasa,BAAERN19Q38C425K,Pagnacco,Via Dei platani 33
Landolfo,Garuzzi,GAULAO01R09H372X,Castelnovo del friuli,Localita  Vidunza 8
Narciso,Donatiello,DOLNAA28F05D211G,Pordenone,Vicolo Del troi 9
Regildo,Clopotel,CLEREG56P02A693T,Sesto al reghena,Via Settimo 46
Norandino,Massari,MARNOD43X26B978R,Cividale del friuli,Via Valli del natisone 133
Pacino,Di nunzio,DI PAA59N11R448V,Martignacco,Via Delser 5
Giannantonio,Pagone,PAAGII97M33P784V,Porpetto,Via 11 febbraio 11
Nico,Di filippo,DI NIO16X37V493B,Duino-aurisina,Frazione Duino 75
Servilio,Lodeserto,LOOSEV05B32Z127I,Cividale del friuli,Piazzetta Antonio  de pollis 3
Carluccio,Luparelli,LUECAC91H39U065S,San giovanni al natisone,Via Roma 133
Cavour,Salvini,SAICAV18N38J084M,Lignano sabbiadoro,Via Dei cantieri 47
Iginio,Memmi,MEIIGG26W02P038X,Fiumicello,Via S.lorenzo 11
Fulghesu,Raheli,RALFUE15E21T181N,Cordenons,Via R. turrin 3
Elpidio,Maiolino,MAIELO97B35P136M,Latisana,Vicolo Del coregolo 0
Eduardo,Pergola,PEREDO87W09S735Q,Brugnera,Via Bandi 20
Fiorito,Rexhepi,REPFIR81J35Q782F,Roveredo in piano,Via Xx settembre 254
Ezelino,Firenze,FINEZI83Q01H262L,Pordenone,Via Montereale 61
Armildo,Pilozzi,PIOARI61A22M467S,Aviano,Via Bandiera 1
Formenzio,Betz,BEZFOR86L36P026X,Sesto al reghena,Via Roversecco 12
Gelso,D'urso,D UGES59S28Z992W,Romans d'isonzo,Via Atleti azzurri d'italia 8
Calvus,Bongiorno,BORCAA60U01F307P,Reana del rojale,Via Segat 5
Anno,Dusi,DUSANO38Y25R278E,Sgonico,Frazione Borgo grotta gigante/briå ãˆiki 42
Dario,Branco,BRCDAI08W34K455I,Ronchis,Corso Italia 14
Dalindo,Ceppi,CEPDAN75H39G518A,Moimacco,Via Tecco 3
Carletto,Taccone gallucci,TAECAR38X32Y261D,Spilimbergo,Via Colloredo di monte albano 4
Dalcisio,Scurti,SCUDAO45Q16O373W,Teor,Via Roma 4
Parisse,De durante,DERPAR44J22Z334T,Tarcento,Via G.urli 46
Ruben,Carluccio anampa leon,CARRUU74C06N493N,Pasian di prato,Via Marche 71
Leopoldo,Cabibbo,CABLED89V36X208N,Moruzzo,Via Telezae 20
Eupreprio,Ciancio,CICEUP03W16G903T,Muggia,Borgo S. cristoforo 89
Alimo,Sensibile,SEBALM06C00M696V,Torviscosa,Via Puccini 19
Lombardino,Coroneo,CONLOR99A30V069M,Pinzano al tagliamento,Borgo Ampiano 32
Mino,Procopio,PRIMIN22W38F914C,Cividale del friuli,Via San floreano 127
Russardo,Giocondo,GIDRUR78O35B679F,Remanzacco,Via Scrosoppi luigi 2
Ardoino,Negrini,NEEARO78A29U529H,Frisanco,Borgo Gobbo 9
Anatolio,Ferrara,FEAANL78R22L672P,Budoia,Via Roma 6
Ansovino,Del proposto,DEOANN70I38V157A,Marano lagunare,Via Zara 5
Salvio,Anwar,ANNSAO95E15T475U,Gradisca d'isonzo,Via Battisti c. 23
Lilio,Ngresi,NGELII23U39Z795Y,Rivignano,Via Torsa 43
Ionio,Masciullo,MALIOI17V30P337U,Teor,Via Piave 95
Cesiro,Stigliani,STICEE93P23W362H,Porcia,Via Boschetto 5
Dima,Caiaffa,CAADIM03P04B433Q,San daniele del friuli,Via Del lago 7
Liberino,Malagnino,MAGLII60X33P945S,San martino al tagliamento,Via Sant'osvaldo 5
Redenzio,Nanthakumar,NAMREN17P16K861E,Cividale del friuli,Via Manzano 105
Redi,Calusaru,CAAREI91W18N707N,Tavagnacco,Via Palladio 70
Conone,Conte torelli,CO CON96T35L592D,Muzzana del turgnano,Via Circonvallazione 26
Bono,Mesiano,MEABOO39K36M244O,Pradamano,Via Giacomo matteotti 0
Gagliardo,Lungu,LUUGAD05X16T120W,San daniele del friuli,Via Valeriana 64
Remondino,Gotsis,GOOREN42Z09U780P,Majano,Via Galileo galilei 12
Frugolino,Beloso,BELFRI32A21B707B,Cordenons,Via Trieste 10
Simonetto,Patti,PAASIO10N25T422E,Brugnera,Via Ponte di sotto 31
Gianmauro,Ria,RIIGIO32N27D344Q,Porcia,Via Bottego v. 9
Ones,Avantaggiato,AVAONN96S01R043F,Gonars,Via Torviscosa 11
Concettino,Sergio,SEGCON46F30J894X,Arzene,Via Santa margherita 12
Ovaldes,Tufano,TUNOVE45A13D303U,Buja,Via Fornasate 15
Panfilo,Monte,MONPAA00N31D524N,Cervignano del friuli,Viale Giacomo matteotti 17
Laureano,Tamborino,TAOLAE38T01Y478G,Cordenons,Via Ciarandis 36
Ivaldo,Cesarino,CEAIVV48H24R029A,Pordenone,Via Carnaro 16
Grazioso,Misawa,MIAGRI66V06O377F,Latisana,Via Del capricorno 16
Offerto,Dantes,DANOFF58O33C232E,Lignano sabbiadoro,Via Lungomare riccardo riva 32
Magdalo,Tondo,TOOMAG13I32P739K,Malborghetto valbruna,Via Superiore 9
Colombano,Valerini,VAECOO60K11O712Q,Cordovado,Via Belvedere 6
Armistizio,Diaferio,DIFARI68X39Q599M,Palmanova,Via Loredan 4
Adornino,Loi,LOOADR04K17K711E,Brugnera,Via Ss. rocco e matteo 26
Francescantonio,Iordache,IOEFRN58C33O007Q,Romans d'isonzo,Via Delle scuole 24
Ricangelo,De mauro,DERRIL04B07Q655J,Buttrio,Via Cividale 32
Mosè,Rutigliano,RUAMOÈ39T33B933V,Maniago,Via San mauro 5
Rogelio,Sergi,SEGROO44K01P346Z,Cividale del friuli,Via Monte nero 5
